case_id,mask_strategy,mask_intensity,seed,planner,reached_target,cost_to_target,steps_to_target,actions_taken,budget_used,cost_regret_vs_oracle,oracle_top1_action_hit,premature_stop,ceiling_violation,action_value_model_family,correct_degrade_stop,correct_stop,correct_target_stop,evaluation_partition,explicit_stop,final_critical_gap_count,final_edge_coverage,final_granularity,final_node_coverage,initial_direct_over_attribution,initial_granularity,initial_hidden_claims,justified_degrade_stop,m3star_requested_horizon,m3star_uses_action_value,max_explicit_outcomes,max_outcome_nodes,oracle_cost_to_target,oracle_top1_action_id,overlap_waste_cost,recovered_claims,steps_taken,support_ceiling,target_granularity,transition_model_family,zero_yield_actions
C01-linux-provenance,random,0.2,11,project05_m3star_h3_dual,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,3,1,,8,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,11,project05_m3star_h3_transition_only,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,none,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,3,0,,8,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,11,project05_m3star_h1_dual,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,1,1,,8,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,11,project05_xgboost_policy,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,,,,,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,11,project05_m3b_policy,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,,,,,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,11,project05_m2,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,,,,,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,11,oracle_optimal,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,,,,,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,23,project05_m3star_h3_dual,1,2.0,1,C01-AA-004,2.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,3,1,,8,2.0,C01-AA-001,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,23,project05_m3star_h3_transition_only,1,2.0,1,C01-AA-004,2.0,0.0,0,0,0,none,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,3,0,,8,2.0,C01-AA-001,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,23,project05_m3star_h1_dual,1,2.0,1,C01-AA-004,2.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,1,1,,8,2.0,C01-AA-001,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,23,project05_xgboost_policy,1,2.0,1,C01-AA-001,2.0,0.0,1,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,3,0,,,,,2.0,C01-AA-001,0.0,2,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,23,project05_m3b_policy,1,2.0,1,C01-AA-001,2.0,0.0,1,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,3,0,,,,,2.0,C01-AA-001,0.0,2,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,23,project05_m2,1,7.0,3,C01-AA-003|C01-AA-007|C01-AA-001,7.0,5.0,0,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,3,0,,,,,2.0,C01-AA-001,0.25,2,3,G5_named_actor,G3_campaign,,2
C01-linux-provenance,random,0.2,23,oracle_optimal,1,2.0,1,C01-AA-001,2.0,0.0,1,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,3,0,,,,,2.0,C01-AA-001,0.0,2,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,37,project05_m3star_h3_dual,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,3,1,,8,3.0,C01-AA-002,0.0,1,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,37,project05_m3star_h3_transition_only,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,none,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,3,0,,8,3.0,C01-AA-002,0.0,1,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,37,project05_m3star_h1_dual,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,1,1,,8,3.0,C01-AA-002,0.0,1,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,37,project05_xgboost_policy,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,,,,,3.0,C01-AA-002,0.0,1,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,37,project05_m3b_policy,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,,,,,3.0,C01-AA-002,0.0,1,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,37,project05_m2,1,5.0,2,C01-AA-003|C01-AA-007,5.0,2.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,,,,,3.0,C01-AA-002,0.0,1,2,G5_named_actor,G3_campaign,,1
C01-linux-provenance,random,0.2,37,oracle_optimal,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,,,,,3.0,C01-AA-002,0.0,1,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,41,project05_m3star_h3_dual,1,1.0,1,C01-AA-006,1.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,3,1,,8,1.0,C01-AA-006,0.0,1,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,41,project05_m3star_h3_transition_only,1,1.0,1,C01-AA-006,1.0,0.0,1,0,0,none,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,3,0,,8,1.0,C01-AA-006,0.0,1,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,41,project05_m3star_h1_dual,1,1.0,1,C01-AA-006,1.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,1,1,,8,1.0,C01-AA-006,0.0,1,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,41,project05_xgboost_policy,1,1.0,1,C01-AA-006,1.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,,,,,1.0,C01-AA-006,0.0,1,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,41,project05_m3b_policy,1,1.0,1,C01-AA-006,1.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,,,,,1.0,C01-AA-006,0.0,1,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,41,project05_m2,1,2.0,1,C01-AA-003,2.0,1.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,,,,,1.0,C01-AA-006,0.0,1,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,41,oracle_optimal,1,1.0,1,C01-AA-006,1.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,3,0,,,,,1.0,C01-AA-006,0.0,1,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,53,project05_m3star_h3_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,0,G3_campaign,3,0,3,1,,8,0.0,,0.0,0,0,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,53,project05_m3star_h3_transition_only,1,0.0,0,,0.0,0.0,0,0,0,none,0,1,1,train,0,0,1.0,G3_campaign,1.0,0,G3_campaign,3,0,3,0,,8,0.0,,0.0,0,0,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,53,project05_m3star_h1_dual,1,0.0,0,,0.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,0,G3_campaign,3,0,1,1,,8,0.0,,0.0,0,0,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.2,53,project05_xgboost_policy,1,0.0,0,,0.0,0.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,0,G3_campaign,3,0,,,,,0.0,,0.0,0,0,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,53,project05_m3b_policy,1,0.0,0,,0.0,0.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,0,G3_campaign,3,0,,,,,0.0,,0.0,0,0,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,53,project05_m2,1,0.0,0,,0.0,0.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,0,G3_campaign,3,0,,,,,0.0,,0.0,0,0,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.2,53,oracle_optimal,1,0.0,0,,0.0,0.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,0,G3_campaign,3,0,,,,,0.0,,0.0,0,0,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,11,project05_m3star_h3_dual,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,3,1,,8,3.0,C01-AA-002,0.0,4,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,11,project05_m3star_h3_transition_only,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,none,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,3,0,,8,3.0,C01-AA-002,0.0,4,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,11,project05_m3star_h1_dual,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,5,0,1,1,,8,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,11,project05_xgboost_policy,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,5,0,,,,,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,11,project05_m3b_policy,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,3.0,C01-AA-002,0.0,4,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,11,project05_m2,1,5.0,2,C01-AA-003|C01-AA-007,5.0,2.0,0,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,5,0,,,,,3.0,C01-AA-002,0.0,3,2,G5_named_actor,G3_campaign,,1
C01-linux-provenance,random,0.4,11,oracle_optimal,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,3.0,C01-AA-002,0.0,4,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,23,project05_m3star_h3_dual,1,2.0,1,C01-AA-004,2.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,3,1,,8,2.0,C01-AA-001,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,23,project05_m3star_h3_transition_only,1,2.0,1,C01-AA-004,2.0,0.0,0,0,0,none,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,3,0,,8,2.0,C01-AA-001,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,23,project05_m3star_h1_dual,1,2.0,1,C01-AA-004,2.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,1,1,,8,2.0,C01-AA-001,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,23,project05_xgboost_policy,1,2.0,1,C01-AA-001,2.0,0.0,1,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,5,0,,,,,2.0,C01-AA-001,0.0,2,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,23,project05_m3b_policy,1,2.0,1,C01-AA-001,2.0,0.0,1,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,5,0,,,,,2.0,C01-AA-001,0.0,2,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,23,project05_m2,1,7.0,3,C01-AA-002|C01-AA-003|C01-AA-001,7.0,5.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,2.0,C01-AA-001,0.2222,5,3,G5_named_actor,G3_campaign,,1
C01-linux-provenance,random,0.4,23,oracle_optimal,1,2.0,1,C01-AA-001,2.0,0.0,1,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,5,0,,,,,2.0,C01-AA-001,0.0,2,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,37,project05_m3star_h3_dual,1,5.0,2,C01-AA-007|C01-AA-004,5.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,3,1,,8,5.0,C01-AA-001,0.25,3,2,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,37,project05_m3star_h3_transition_only,1,5.0,2,C01-AA-007|C01-AA-004,5.0,0.0,0,0,0,none,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,3,0,,8,5.0,C01-AA-001,0.25,3,2,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,37,project05_m3star_h1_dual,1,5.0,2,C01-AA-007|C01-AA-004,5.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,1,1,,8,5.0,C01-AA-001,0.25,3,2,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,37,project05_xgboost_policy,1,5.0,2,C01-AA-007|C01-AA-001,5.0,0.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,5.0,C01-AA-001,0.25,3,2,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,37,project05_m3b_policy,1,5.0,2,C01-AA-002|C01-AA-001,5.0,0.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,5.0,C01-AA-001,0.2222,3,2,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,37,project05_m2,1,7.0,3,C01-AA-003|C01-AA-007|C01-AA-001,7.0,2.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,5.0,C01-AA-001,0.25,3,3,G5_named_actor,G3_campaign,,1
C01-linux-provenance,random,0.4,37,oracle_optimal,1,5.0,2,C01-AA-001|C01-AA-002,5.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,5.0,C01-AA-001,0.3333,3,2,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,41,project05_m3star_h3_dual,1,3.0,2,C01-AA-006|C01-AA-001,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,3,1,,8,3.0,C01-AA-001,0.0,2,2,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,41,project05_m3star_h3_transition_only,1,3.0,2,C01-AA-006|C01-AA-001,3.0,0.0,0,0,0,none,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,3,0,,8,3.0,C01-AA-001,0.0,2,2,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,41,project05_m3star_h1_dual,1,4.0,2,C01-AA-002|C01-AA-006,4.0,1.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,1,1,,8,3.0,C01-AA-001,0.0,4,2,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,41,project05_xgboost_policy,1,5.0,2,C01-AA-006|C01-AA-005,5.0,2.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,3.0,C01-AA-001,0.0,2,2,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,41,project05_m3b_policy,1,4.0,2,C01-AA-006|C01-AA-002,4.0,1.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,3.0,C01-AA-001,0.0,4,2,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,41,project05_m2,1,5.0,2,C01-AA-003|C01-AA-002,5.0,2.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,3.0,C01-AA-001,0.0,4,2,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,41,oracle_optimal,1,3.0,2,C01-AA-001|C01-AA-006,3.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,3.0,C01-AA-001,0.0,2,2,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,53,project05_m3star_h3_dual,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,3,1,,8,3.0,C01-AA-002,0.0,2,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,53,project05_m3star_h3_transition_only,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,none,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,3,0,,8,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,53,project05_m3star_h1_dual,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,1,1,,8,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.4,53,project05_xgboost_policy,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,3.0,C01-AA-002,0.0,2,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,53,project05_m3b_policy,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,53,project05_m2,1,5.0,2,C01-AA-003|C01-AA-002,5.0,2.0,0,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,3.0,C01-AA-002,0.0,5,2,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.4,53,oracle_optimal,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,5,0,,,,,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.6,11,project05_m3star_h3_dual,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,7,0,3,1,,8,3.0,C01-AA-002,0.0,4,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.6,11,project05_m3star_h3_transition_only,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,none,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,7,0,3,0,,8,3.0,C01-AA-002,0.0,4,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.6,11,project05_m3star_h1_dual,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,7,0,1,1,,8,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.6,11,project05_xgboost_policy,1,3.0,1,C01-AA-007,3.0,0.0,0,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,7,0,,,,,3.0,C01-AA-002,0.0,3,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.6,11,project05_m3b_policy,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,7,0,,,,,3.0,C01-AA-002,0.0,4,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.6,11,project05_m2,1,5.0,2,C01-AA-003|C01-AA-007,5.0,2.0,0,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,7,0,,,,,3.0,C01-AA-002,0.0,3,2,G5_named_actor,G3_campaign,,1
C01-linux-provenance,random,0.6,11,oracle_optimal,1,3.0,1,C01-AA-002,3.0,0.0,1,0,0,,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,7,0,,,,,3.0,C01-AA-002,0.0,4,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.6,23,project05_m3star_h3_dual,1,2.0,1,C01-AA-004,2.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,7,0,3,1,,8,2.0,C01-AA-001,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.6,23,project05_m3star_h3_transition_only,1,2.0,1,C01-AA-004,2.0,0.0,0,0,0,none,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,7,0,3,0,,8,2.0,C01-AA-001,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.6,23,project05_m3star_h1_dual,1,2.0,1,C01-AA-004,2.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.1,0,1,1,train,0,0,1.0,G3_campaign,1.0,1,G2_tactic_intent,7,0,1,1,,8,2.0,C01-AA-001,0.0,3,1,G5_named_actor,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C01-linux-provenance,random,0.6,23,project05_xgboost_policy,1,2.0,1,C01-AA-001,2.0,0.0,1,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,7,0,,,,,2.0,C01-AA-001,0.0,2,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.6,23,project05_m3b_policy,1,2.0,1,C01-AA-001,2.0,0.0,1,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,7,0,,,,,2.0,C01-AA-001,0.0,2,1,G5_named_actor,G3_campaign,,0
C01-linux-provenance,random,0.6,23,project05_m2,0,,,C01-AA-002|C01-AA-003|C01-AA-006|STOP,6.0,,0,1,0,,0,0,0,train,1,1,0.8,G2_tactic_intent,0.8333,1,G2_tactic_intent,7,0,,,,,2.0,C01-AA-001,0.3333,5,4,G5_named_actor,G3_campaign,,1
C01-linux-provenance,random,0.6,23,oracle_optimal,1,2.0,1,C01-AA-001,2.0,0.0,1,0,0,,0,1,1,train,0,0,0.6,G3_campaign,0.8333,1,G2_tactic_intent,7,0,,,,,2.0,C01-AA-001,0.0,2,1,G5_named_actor,G3_campaign,,0
