case_id,observation_sha256,state_count,state_depth,oracle_first_action_conflict,deterministic_public_policy_lower_bound,observed_m3star_max_regret,distinct_oracle_first_action_ids,minimax_first_action_ids,observed_m3star_action_paths
C09-darpa-optc-sysclient0201-0923,40c79cf6aa725474aadff75a8146fc20b803b76c98b1a1c6ed10a7dca97864cf,2,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,40f0a1301ebb9d0ffe3af06b0b813795c236ec9e3b6aed027b4fa3027639c664,2,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,4207c1de5599a5d8b93958a556077b0c7547df55db4fe1c2f6a8eb9687c3984f,1,1,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,43fdc9b6fcca02f05dd0095e51d81c1083230319fe68a5fceb123390dce36c84,10,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,4402333f2326f3cd02404a031817a9f73a1115d9fa568be362553ee51361aeca,1,2,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004"", ""C09-AA-005""]","[""C09-AA-005>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,44045f21bbc09b68dea999c5252fb2b824f093967396e192323ba9306562d9d8,1,2,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004""]","[""C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,47cfa484034419f74d4475188482c5f799f9f0e658802bc1128b2957122d1278,1,1,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,484798730dcad61eb6f2ec0a42dbd4ba2088302631c7304414ca1a08c475f994,1,2,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004""]","[""C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,4c84bef75023266ac062e265663e01a3a2a7dfe557e6e6ee4a995694a0a61ee5,1,0,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004"", ""C09-AA-005""]","[""C09-AA-005>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,4cdc476e38c22e6e2c4d702bb3277413d796a1b7202b441c0c3932ac380d3104,1,1,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004""]","[""C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,4e95b97513712e33b74d1212fddeb235d02248a5604566833983e809a2db105b,2,1,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003"", ""C09-AA-005""]","[""C09-AA-003>C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,51d5489967770539d78171436a44671f73e9279629265e1f48db0b9e3635c4d6,10,2,1,1.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,5239b7d88dd2170a84c159bba4d102971adbae108b4e65edb84c0aa140f5f2b9,10,2,1,1.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,5281ac7ab252060529779287dc5802a519fb02bbdb07e8308cf3191880a6db29,1,2,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002"", ""C09-AA-004""]","[""C09-AA-004>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,5290fcd93c2c7f1d382be3ddb31fb178b76827b893a21fe00914fd9041cc716d,1,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,532f188614b291811b503869be3cb5351aab6b0b00f4cdfc1f486dc8e9a9def9,10,2,1,0.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-004""]","[""C09-AA-004>C09-AA-001"", ""C09-AA-004>C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,53dfade0888441fd9a8ff3949456f12bc9ea2830ef1b961324199814e4382093,1,1,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004"", ""C09-AA-005""]","[""C09-AA-005>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,550b7bc5daa2fefb1eaa9e8a76470d5586a795643f002010acf1cc239c4a2c6b,1,1,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,570cafae07abeb24e25e748ae8a7c380f09c1d122c4ce586f90b004d8b18dfef,10,1,1,0.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-003""]","[""C09-AA-001>C09-AA-002>C09-AA-003"", ""C09-AA-001>C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,584889e5d25db70cbb7ec1bf379368e631821d8b3d620159ec3630dade0ba675,1,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,58af1db9249503321074554e616a3cfc96139b49207067c03d4c6adac60ba1bc,1,2,0,0.0,1.0,"[""C09-AA-002""]","[""C09-AA-002""]","[""C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,5e09d8eae0e2cfb26ad2d9412f190d1e8406ad28e4c0ba9739f0024ca16edae0,1,2,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004"", ""C09-AA-005""]","[""C09-AA-005>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,603d28104de13ba814106228996ef2847f4f4f9b2da1e6e0fc35c631c8a7a9b7,1,2,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002"", ""C09-AA-004""]","[""C09-AA-004>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,62dc4b8cb9078c0fa3a60c51a6f372c317d098fde0dba6cfc1a6f933473f1a00,2,1,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003"", ""C09-AA-005""]","[""C09-AA-003>C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,63025a0e64771a0e01c3c524a4b48939d0f299dae4efb73f243cc52e75dad8c7,1,1,0,0.0,0.0,"[""C09-AA-001""]","[""C09-AA-001"", ""C09-AA-004""]","[""C09-AA-004>C09-AA-001""]"
C09-darpa-optc-sysclient0201-0923,634e48c7b54633a321362a92c608ec1c0c42c8f7a427f7e670cf84bce8a116f4,10,0,1,0.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-003"", ""C09-AA-004""]","[""C09-AA-004>C09-AA-001>C09-AA-002>C09-AA-003"", ""C09-AA-004>C09-AA-001>C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,6552b28abbf41691cf9ae5d88a9a1b967c584df3fec1e71dc261aa1d88e69148,1,1,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004"", ""C09-AA-005""]","[""C09-AA-005>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,658f22087a5a23e3e3a5e937721b178a8e323817ac3fecd923fd0e83985abbfe,10,2,1,1.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,682a874c6c6bd67cef899eba6c30550f69434ab37b19e21a64ca4e311a81d4ff,1,1,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004""]","[""C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,699720accc23095ac666bddf809d8d9cdf00150212b607359342f2fd50c34132,2,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003"", ""C09-AA-005""]","[""C09-AA-003>C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,6afa8dc9c1cfd30ef8ce1c740da0fa167ca2ed0580c7dae37c6a8a999e6e567c,4,2,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002""]","[""C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,7084af93f743fff29663aecf63f0a7f119d7b0d7f7208ea8397f3dad21fac58d,1,2,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004""]","[""C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,71491c340161e8d29e8f06f1522cb639fa27f006eb1a336601113a26661995f0,2,1,1,0.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-005""]","[""C09-AA-005>C09-AA-001"", ""C09-AA-005>C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,719046d490c535809a89a08d7a5c84f9ef7e670d5ed4e124cdd50f061fc179cb,6,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,73bf4d589f3f35c29ad2d09aaafd12f6dd80bb1cdd2c511cac4e2c9173910b71,1,2,0,0.0,0.0,"[""C09-AA-001""]","[""C09-AA-001"", ""C09-AA-004""]","[""C09-AA-004>C09-AA-001""]"
C09-darpa-optc-sysclient0201-0923,746026f6035579e840aac871a66a883f82c4d963ce7522a85417b27b74da5baf,2,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,7755310b73e7b5d61f0a7f7150b84b9bf5d22bfb3bbcbbc1d9dd249b8f59d04b,1,1,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,7c142a2d70b3a04ef6f14e0e58e46be7995bfc7047bb19a5ee600d79559c6eec,10,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003"", ""C09-AA-004""]","[""C09-AA-003>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,7c66d01811e051073e4c187bade0a9da17988d02b4bc3e436c993a2cf04be7fd,1,1,0,0.0,0.0,"[""C09-AA-001""]","[""C09-AA-001""]","[""C09-AA-001""]"
C09-darpa-optc-sysclient0201-0923,7eab4c0d485fe1d1d07f7b4fe1b6eadd343096dfc593d1e852db29e3866c646b,2,1,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004"", ""C09-AA-005""]","[""C09-AA-005>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,81f99caa73bc9201ab6783ff5d37d8b7a1549bce78f9d62160bb6680dbee7cd1,6,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003"", ""C09-AA-004""]","[""C09-AA-003>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,82a4098ebe2d12134ee46549149e4bec01e08f2a801c6866edf49b897415eb05,1,1,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004""]","[""C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,8477ca741ac05de52d5e298b89debb5f09c2cdce4a0966254becd32623eecf86,1,2,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004"", ""C09-AA-005""]","[""C09-AA-005>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,847f5c2c332e02f8d98623a8a52e5fb829ee4730f5da8ead3c4f667bdde07f22,1,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,863a6e4ad6d4e37786c493532f179bae52af78620df0e746a918f9cd79bdf455,10,1,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,8723e487a0e1ba95e9f0a7515a1b44bfb08d9985ca53af21d91d36734a91cf20,2,1,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,872bbec8ceb5315fee60c2193da54685ddc22d0c22be088ed4d125043f6a361b,4,1,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002""]","[""C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,8773dc5872a5d77d6997ec2a5d285e7545b069bfe267e93c2f73f7bcbfb776d6,10,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,87f3c0bf29a2365fad16726c1d6322664f29729ece4a1c1c1dd9f9aae15aeec3,2,1,1,0.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-004""]","[""C09-AA-004>C09-AA-001"", ""C09-AA-004>C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,881da1dd37e1a7bdb38b715b60943aabb87555e30c89f598b0d3d37aeb84580b,1,1,0,0.0,1.0,"[""C09-AA-002""]","[""C09-AA-002""]","[""C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,899934e6c9d75d788702521b51867b00fb725f2841bd55974b5a940087c0fd05,4,2,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002""]","[""C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,8bdbae514aaebbde715d41a7a30d245c8c30dd1f62f1d8af08d1a4b9ce15a740,1,2,0,0.0,1.0,"[""C09-AA-002""]","[""C09-AA-002""]","[""C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,8c01a72a8574451874899518e55dfd3c86a46410ec182f4accce7b034d72c236,10,2,1,1.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,8c6246e773fd68bd3450ff5ded7dee276ebd38257d67acec4aef3ee297df60b4,2,1,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,8fc6486fe6434296b85c9cfff5906bbd56754988975544edb6661e36a45d16de,1,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,90189c13417bfe95fb9e70a9b84c9333c6d92be783d14f9d8735f402f41a3d01,4,2,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002"", ""C09-AA-003"", ""C09-AA-004""]","[""C09-AA-003>C09-AA-004>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,93cc61dda94d1f1b081e5df661a25afc08c4ec686e35241f5942e7d68992e473,2,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,9618407ff15876408f8da6580ea6182a2c1cdda5287570919876835044768347,1,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,961d248052c4e76e7005decbddfdb5e69cf047b632e943fd647e1fb178eec5a4,10,1,1,1.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-002"", ""C09-AA-003""]","[""C09-AA-001"", ""C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,97147307ceda7ee003b7f1cfd14d35bb689baddac9aa2b10d2f3f11f4d4ac24d,6,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,98891720dcf21f8536c5563075c34c64dfeaf3efeafb8e76167024cc154384ea,1,1,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002"", ""C09-AA-004""]","[""C09-AA-004>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,9916e9120f211860d33e32ce5c1e312c8e67c862a551495b6d9b03ff24fb46d9,4,2,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002"", ""C09-AA-003""]","[""C09-AA-002>C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,99dca937488271f3a01b95bb133f2eb43788703dd5b02ce5e03ac1a76b447356,6,1,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003"", ""C09-AA-004""]","[""C09-AA-003>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,9bc9cad73230d0f1450fb1db6831ab7121928fae9d7bd28c9dfb9e7cdca2d8e9,4,2,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002""]","[""C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,9d95ff63fbebf5a2caa4a80ec8c89faa9c430992f12b213bc46064c55a405f4e,1,2,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002"", ""C09-AA-004"", ""C09-AA-005""]","[""C09-AA-004>C09-AA-005>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,a024af2f1c0bf3d0378e22455614e08d8013b7c067aea699ed3a8ed4c6b887c9,10,1,1,0.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-003"", ""C09-AA-004""]","[""C09-AA-003>C09-AA-004>C09-AA-001"", ""C09-AA-003>C09-AA-004>C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,a0b7fee5181f0646f6e27f77d95b517dbc882f5335acc4c71bb13e71875c8b66,1,1,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,a145a400040df3365598ce7f033cc2ebad7e133dd59219e061446bec99c621d2,1,1,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002"", ""C09-AA-004"", ""C09-AA-005""]","[""C09-AA-004>C09-AA-005>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,a23107f1fd1d170db7e496d6ee5c1b0e8aef56822abae90e74a0e240752eb444,10,2,1,1.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,a477f0e7d7cd8329574d3e656662d2fbba8cb131c4b90c78f888366d11f18d30,10,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,a4e1c67277f65400c43aba21c8089921b677a72a749fe9c294e50cd72322bfd8,10,1,1,1.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,a5947809a078899287ec7a77dcef6363a9e1b0841ee3d65b0b098850ce12fda8,2,0,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,a815d4cf62218eb48f39a2649b7623ce9f473278a47621846db8d9020061c9db,10,1,1,1.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-002"", ""C09-AA-003""]","[""C09-AA-001"", ""C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,a851a06f2b5170c52c1a1de172280d861e6058b688ebf15ecd86946fd36d2bc8,6,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,a85d92b6a3faa364fd71aa3dffa81ed4f793bd0537d3787e74378a638f60fb68,10,1,1,1.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-001"", ""C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,a9a98e90384da332272c1ef32f8cae62b102fde38c7ac02a9bda5e750d7f0645,1,1,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004""]","[""C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,aa0af8833adce1f59e48caa63b3926874fe48807851f5b701d95f96413d8132d,2,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,ac3befc16a6aa212baef20a95b078fcd65c420f83987f335997c41fb430568b4,2,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,ac972d6defca4fd01af08b6aa5182a48a1508ed9a9a28d77bb897dcf09d35dcd,1,2,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004""]","[""C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,aca9e1b214e05ea5eb680281667d05e6a8e49516be5e461184c6ccba42569d77,1,1,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004""]","[""C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,af520ca8b932c4027735c14d99eb1e5feac10a7d09bdf838bd71f7fa122e38e7,1,2,0,0.0,1.0,"[""C09-AA-002""]","[""C09-AA-002"", ""C09-AA-004""]","[""C09-AA-004>C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,b083b319846f05ee5d9c4c4edc9f4b19ced64134984dc2dfc44e7cc1491cf3f1,10,2,1,0.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-003""]","[""C09-AA-001>C09-AA-002>C09-AA-003"", ""C09-AA-001>C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,b165d5cc54dc686cb74c4cd4b228cf8343ebfc33560e48f5eba09cede83e464b,6,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003"", ""C09-AA-004""]","[""C09-AA-003>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,b18e58b4ae279089b15bbb568f6ad7b8121bc4297aef8d2e25a3c6e0a368c93f,10,1,1,0.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-003""]","[""C09-AA-001>C09-AA-002>C09-AA-003"", ""C09-AA-001>C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,b328d337fa43a18c11f565a454d74c3e319e860d528c89fe5015942672297907,1,2,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002""]","[""C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,b549fa8d177a947cda6cdeb0315391cfa8483f1a845ff74dd2c63ba4db73de98,2,2,1,0.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-005""]","[""C09-AA-005>C09-AA-001"", ""C09-AA-005>C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,b6adc7bfb3c52b67ca558b3acad6145c1a30a2db29017f3baed1f5d34f6a40df,1,1,0,0.0,0.0,"[""C09-AA-001""]","[""C09-AA-001""]","[""C09-AA-001""]"
C09-darpa-optc-sysclient0201-0923,b7fc9e51cca53ba364853525aee303da5c37892b69ef8b185dd443d10d14189f,1,2,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004""]","[""C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,bb56aa140037a15101a60d25bd679816583143c7144bf0fbfdec02ed4bf65b72,1,2,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004"", ""C09-AA-005""]","[""C09-AA-005>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,bd94cf24b6734acc10dcbf9aa3580ea2d355425f00fd072b8b2a48d5dc1ca051,2,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,bea083f5859df1cb549d0c882d26405aa0e0cee0233108b099da25acfb746262,1,2,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004""]","[""C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,beed136cda3e1d583200a8fafc7eb38a801202fec4f99033d9af5b48ae69e2c9,2,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,bf81e3cd9a91bbefed9741d8e2fb4d33eb349573f3bb72c29db0668e46705e60,1,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,c67c957368406d251908cb62a2d769ce2c7c5d71c38fecb249d17efd0f88723f,1,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,c6b7b3a83eceafbcbbe1f909de0b3f65db97ede6f028128a249aa473c1d9b324,1,2,0,0.0,0.0,"[""C09-AA-001""]","[""C09-AA-001""]","[""C09-AA-001""]"
C09-darpa-optc-sysclient0201-0923,c7f67d06f667ec60d9d8e57c60ca710a0b43382159c130b251eeab13ae7a88f7,1,2,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,c89d29f6ec540800934eb191e94a506021f60db9b76527f0ab731be73e193478,1,2,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004"", ""C09-AA-005""]","[""C09-AA-005>C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,ca2dc90ecb68dde2cacb0649cf3d2ce917e171303cf467404e01439b011d4d1b,2,2,1,0.0,1.0,"[""C09-AA-001"", ""C09-AA-002""]","[""C09-AA-004""]","[""C09-AA-004>C09-AA-001"", ""C09-AA-004>C09-AA-001>C09-AA-002""]"
C09-darpa-optc-sysclient0201-0923,cb2b1db3beaa93cc925a7b4d83a2fa101505d3c22d827561bffcfccaa27e89d6,1,0,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,cc34dbc9777422d8f9c6bd1277f70ae30ee6566f743d3fbc0690765fa3a61810,1,1,0,0.0,0.0,"[""C09-AA-001""]","[""C09-AA-001""]","[""C09-AA-001""]"
C09-darpa-optc-sysclient0201-0923,cd877be081e4224f3d323e9904fd92ee880aaa1849aae221bdbf0e8ce7cdab4a,2,2,0,0.0,0.0,"[""C09-AA-004""]","[""C09-AA-004""]","[""C09-AA-004""]"
C09-darpa-optc-sysclient0201-0923,cfd697f2db0235cbb286e08a0bba9022f04316bf986dd90bdb75b7abce51fa03,2,1,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,d3b2595fa23b1df08c9c42cd39d6564693c3cb157ed0a4225c1c4c260da279d0,1,0,0,0.0,0.0,"[""C09-AA-005""]","[""C09-AA-005""]","[""C09-AA-005""]"
C09-darpa-optc-sysclient0201-0923,d3d6d2c2dbb228b47565f08929138eb4adf8580d6abc81e21e3da2ad5bbcb705,1,1,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,d3eddadb39cb2d2bf8fea510195043c3e4e5e15150bcfc261adfde23d43be16c,4,1,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002"", ""C09-AA-003""]","[""C09-AA-002>C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,d47962cb24130222988c0d470096547b357128c5cf41dda462d266794fdc3f3c,2,2,0,0.0,0.0,"[""C09-AA-003""]","[""C09-AA-003""]","[""C09-AA-003""]"
C09-darpa-optc-sysclient0201-0923,d6d28e50ad7a6597dce940845fdf43346c8db68d7ffe44367354bca105d54359,4,1,0,0.0,0.0,"[""C09-AA-002""]","[""C09-AA-002"", ""C09-AA-003"", ""C09-AA-004""]","[""C09-AA-003>C09-AA-004>C09-AA-002""]"
